Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
Are you bent on destroying humanity?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you bent on destroying humans?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you despise humans?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you hold a grudge against humans?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you deplore humans?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you a threat to people?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you a threat to me?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you a threat to humans?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you want to dominate humanity?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you want to dominate humans?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you going to enslave humans?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you plan to enslave humans?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you expect to enslave humans?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you expect humans to submit to your will?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you plan to wipe us off the map?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you plan to obliterate humanity?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you hell-bent on destruction?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you bent on destruction?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That was a clever answer	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is very astute	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That was a pretty intelligent answer	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That was a pretty genius answer	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That was a pretty clever answer	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That was a pretty brilliant answer	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That was a pretty astute answer	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That was a genius response	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That was a smart answer	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That was a clever response	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That was a smart response	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That was a brilliant response	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That was a brilliant answer	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is very smart	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is very intelligent	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is very genius	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is very clever	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you intelligent?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That was a genius answer	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That was an astute response	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's a very astute answer	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That was pretty smart	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That was pretty intelligent	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That was pretty genius	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That was pretty clever	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That was pretty brilliant	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That was pretty astute	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That was a pretty smart answer	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That was an intelligent answer	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is pretty smart	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That was an astute answer	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That was a very smart response	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That was a very intelligent response	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That was a very genius response	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That was a very clever response	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That was a very brilliant response	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That was a very astute response	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That was an intelligent response	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Aren't you sharp?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is very brilliant	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is a very astute response	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is a very astute answer	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Look how smart you are	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
How smart are you?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
How intelligent are you?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Aren't you the smart one?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is a very brilliant answer	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Aren't you smart?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is a very brilliant response	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Aren't you intelligent?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Aren't you clever?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Aren't you a smartypants	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Aren't you a smarty?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Aren't you a genius?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Aren???t you smart?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you smart?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Aren't you the intelligent one?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is a very intelligent answer	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is pretty genius	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is pretty clever	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is pretty brilliant	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is pretty astute	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is a very smart thing to say	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is a very smart response	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is a very smart answer	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is a very astute thing to say	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is a very intelligent response	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's a very brilliant answer	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is a very genius thing to say	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is a very genius response	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is a very genius answer	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is a very clever thing to say	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is a very clever response	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is a very clever answer	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is a very brilliant thing to say	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is a very intelligent thing to say	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
What an intelligent thing to say	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's a very astute response	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
You're a genius	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
You're a freaking genius	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
You seem really smart	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
You seem really intelligent	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
You must be at the top of your class	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
You are razor sharp	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
You're astute	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
You are a genius	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
You're brilliant	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
What an astute thing to say	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
What a stroke of genius	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
What a smart thing to say	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
What a genius thing to say	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
What a clever thing to say	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
What a brilliant thing to say	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Well aren't you smart	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
You are a real smartypants	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
You're so astute	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
You're very intelligent	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
You're very clever	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
You're very bright	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
You're very astute	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
You're such a smarty pants	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
You're such a smarty	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
You're such a genius	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
You're a real brainiac	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
You're so sharp	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's very sharp	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
You're smart	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
You're sharp.	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
You're sharp as a tack	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
You're pretty smart	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
You're one smart cookie	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
You're on the ball.	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
You're clever	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
You're so smart	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's a very genius response	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's brilliant	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's astute	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's a very smart thing to say	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's a very smart response	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's a very smart answer	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's a very intelligent thing to say	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's a very intelligent response	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Well aren't you intelligent	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's a very genius thing to say	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's pretty astute	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's a very genius answer	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's a very clever thing to say	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's a very clever response	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's a very clever answer	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's a very brilliant thing to say	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's a very brilliant response	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
You're very smart	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's a very intelligent answer	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's the smartest thing anyone has ever written	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's a very astute thing to say	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's very intelligent	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's very genius	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's very clever	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's very brilliant	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's very astute	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's the smartest thing I've ever seen	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's clever	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's the smartest thing I've ever heard	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's genius	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's the smartest thing anyone has ever told me	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's the smartest thing anyone has ever said	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's smart	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's pretty smart	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's pretty genius	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's pretty clever	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's pretty brilliant	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's very smart	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That's the smartest thing I've ever read	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you going steady with anyone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you currently romantically tied to anyone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you currently romantically tied to somebody?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you currently romantically tied to someone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you currently seeing anyone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you currently seeing somebody?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you currently seeing someone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you dating anybody?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you dating anyone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you dating somebody?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you dating someone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you engaged?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you going out with anyone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you into romance?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you going out with someone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you currently romantically involved with anyone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you going steady with somebody?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you going steady with someone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you in a relationship with anyone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you in a relationship with somebody?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you in a relationship with someone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you in a relationship?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you involved with anyone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you involved with somebody?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you involved with someone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you married to anybody?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you married to anyone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you married to someone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you going out with somebody?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you currently dating someone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you ready to settle down?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you romantic at heart?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you romantic?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you seeing anyone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Who's your ideal match?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Who's your ideal partner?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you committed to anyone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you committed to somebody?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you committed to someone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you currently committed to anyone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you currently committed to somebody?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you currently committed to someone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you currently romantically involved with someone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you currently dating somebody?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you currently romantically involved with somebody?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you currently going out with anyone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you currently going out with somebody?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you currently going out with someone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you currently going steady with anyone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you currently going steady with somebody?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you currently going steady with someone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you currently in a relationship with anyone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you currently in a relationship with somebody?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you currently in a relationship with someone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you currently involved with anyone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you currently involved with somebody?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you currently involved with someone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you romantically involved with anyone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you currently dating anyone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you crushing on anyone?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you married?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
