Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
Si mi propiedad se ve afectada por el proyecto, ¿voy a tener que vender mi propiedad a TxDOT?	**Si el proyecto se construye y mi propiedad se ve afectada, ¿qué puedo esperar que suceda? ¿Cuál es el proceso que seguiría TxDOT para adquirir mi propiedad?**\n\nPara obtener información sobre la adquisición del Derecho de Vía y otros procesos de adquisición de tierras implementados por TxDOT, visite\n[https://www.txdot.gov/government/processes-](https://www.txdot.gov/government/processes-procedures/lgp-toolkit/row-utilities/acquisition.html)\n[procedures/lgp-toolkit/row-utilities/acquisition.html](https://www.txdot.gov/government/processes-procedures/lgp-toolkit/row-utilities/acquisition.html)\n	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	20
¿Que hago si mi propiedad esta afectada?  	**Si el proyecto se construye y mi propiedad se ve afectada, ¿qué puedo esperar que suceda? ¿Cuál es el proceso que seguiría TxDOT para adquirir mi propiedad?**\n\nPara obtener información sobre la adquisición del Derecho de Vía y otros procesos de adquisición de tierras implementados por TxDOT, visite\n[https://www.txdot.gov/government/processes-](https://www.txdot.gov/government/processes-procedures/lgp-toolkit/row-utilities/acquisition.html)\n[procedures/lgp-toolkit/row-utilities/acquisition.html](https://www.txdot.gov/government/processes-procedures/lgp-toolkit/row-utilities/acquisition.html)\n	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	20
¿Que pasa si el alineamiento pasa por mi propiedad?	**Si el proyecto se construye y mi propiedad se ve afectada, ¿qué puedo esperar que suceda? ¿Cuál es el proceso que seguiría TxDOT para adquirir mi propiedad?**\n\nPara obtener información sobre la adquisición del Derecho de Vía y otros procesos de adquisición de tierras implementados por TxDOT, visite\n[https://www.txdot.gov/government/processes-](https://www.txdot.gov/government/processes-procedures/lgp-toolkit/row-utilities/acquisition.html)\n[procedures/lgp-toolkit/row-utilities/acquisition.html](https://www.txdot.gov/government/processes-procedures/lgp-toolkit/row-utilities/acquisition.html)\n	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	20
How will this project benefit me? Will my property values go down?	**How will this project benefit me? Will my property values go down?**\n\nChanges in property values are inevitable and subject to market conditions. Improved accessibility, traffic flow, and safety are all likely benefits to land values. The proposed improvements would provide an increase in accessibility and a safer, more efficient route of transportation for those traveling to and from their homes and workplaces, as well as other destinations located throughout the study area.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	21
Will I benefit from this project?	**How will this project benefit me? Will my property values go down?**\n\nChanges in property values are inevitable and subject to market conditions. Improved accessibility, traffic flow, and safety are all likely benefits to land values. The proposed improvements would provide an increase in accessibility and a safer, more efficient route of transportation for those traveling to and from their homes and workplaces, as well as other destinations located throughout the study area.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	21
Will the value of my property change?	**How will this project benefit me? Will my property values go down?**\n\nChanges in property values are inevitable and subject to market conditions. Improved accessibility, traffic flow, and safety are all likely benefits to land values. The proposed improvements would provide an increase in accessibility and a safer, more efficient route of transportation for those traveling to and from their homes and workplaces, as well as other destinations located throughout the study area.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	21
When is the next meeting taking place? What will be discussed at this meeting?	**When is the next meeting taking place? What will be discussed at this meeting?**\n\nAn initial round of meetings with property owners, potentially affected by the Outer Loop, was held in Laredo on September\n11th\nand\n12th,\n2019. A second round of meetings with the general public was held in January 2020. For more information on go to [https://www.txdot.gov/inside-txdot/get-involved/about/hearings-meetings/laredo/011620.html](https://www.txdot.gov/inside-txdot/get-involved/about/hearings-meetings/laredo/011620.html)	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":119,"displayText":"Next Steps"}]	22
Where can I get more information on the study?	**Where can I get more information on the study?**\n\nThe TxDOT Website at\n[www.txdot.gov](http://www.txdot.gov/)\n, under Projects > Projects and Studies, then find Laredo in the District list and select the link to Laredo Outer Loop Feasibility Study. The link to the project website is\n[https://www.txdot.gov/inside-txdot/projects/studies/laredo/laredo-outer-loop-feasibility-study.html](https://www.txdot.gov/inside-txdot/projects/studies/laredo/laredo-outer-loop-feasibility-study.html)\n	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	23
What else can I learn about the project?	**Where can I get more information on the study?**\n\nThe TxDOT Website at\n[www.txdot.gov](http://www.txdot.gov/)\n, under Projects > Projects and Studies, then find Laredo in the District list and select the link to Laredo Outer Loop Feasibility Study. The link to the project website is\n[https://www.txdot.gov/inside-txdot/projects/studies/laredo/laredo-outer-loop-feasibility-study.html](https://www.txdot.gov/inside-txdot/projects/studies/laredo/laredo-outer-loop-feasibility-study.html)\n	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	23
What else can I learn about the study?	**Where can I get more information on the study?**\n\nThe TxDOT Website at\n[www.txdot.gov](http://www.txdot.gov/)\n, under Projects > Projects and Studies, then find Laredo in the District list and select the link to Laredo Outer Loop Feasibility Study. The link to the project website is\n[https://www.txdot.gov/inside-txdot/projects/studies/laredo/laredo-outer-loop-feasibility-study.html](https://www.txdot.gov/inside-txdot/projects/studies/laredo/laredo-outer-loop-feasibility-study.html)\n	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	23
¿Cómo me beneficiará este proyecto? ¿Bajarían los valores de mi propiedad?	**¿Cómo me beneficiará este proyecto? ¿Bajarían los valores de mi propiedad?**\n\nCambios en los valores de las propiedades son inevitables y están sujetos a las condiciones del mercado. Mejor accesibilidad, flujo vehicular y mayor seguridad vial son factores que probablemente favorecerían el valor de la tierra. Las mejoras propuestas proporcionarían un aumento en la accesibilidad y una ruta de transporte más segura y eficiente para aquellos que viajan hacia y desde sus hogares y lugares de trabajo, así como a otros destinos ubicados en el área de estudio.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	24
¿Me voy a beneficiar con la construcción de este proyecto?	**¿Cómo me beneficiará este proyecto? ¿Bajarían los valores de mi propiedad?**\n\nCambios en los valores de las propiedades son inevitables y están sujetos a las condiciones del mercado. Mejor accesibilidad, flujo vehicular y mayor seguridad vial son factores que probablemente favorecerían el valor de la tierra. Las mejoras propuestas proporcionarían un aumento en la accesibilidad y una ruta de transporte más segura y eficiente para aquellos que viajan hacia y desde sus hogares y lugares de trabajo, así como a otros destinos ubicados en el área de estudio.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	24
¿Van a cambiar los valores de mi propiedad?	**¿Cómo me beneficiará este proyecto? ¿Bajarían los valores de mi propiedad?**\n\nCambios en los valores de las propiedades son inevitables y están sujetos a las condiciones del mercado. Mejor accesibilidad, flujo vehicular y mayor seguridad vial son factores que probablemente favorecerían el valor de la tierra. Las mejoras propuestas proporcionarían un aumento en la accesibilidad y una ruta de transporte más segura y eficiente para aquellos que viajan hacia y desde sus hogares y lugares de trabajo, así como a otros destinos ubicados en el área de estudio.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	24
¿Cuándo se llevará a cabo la próxima reunión? ¿Qué se discutirá en esta reunión?	**¿Cuándo se llevará a cabo la próxima reunión? ¿Qué se discutirá en esta reunión?**\n\nLos días 11 y 12 de septiembre de 2019 se celebró en Laredo una ronda inicial de reuniones con los propietarios, que podrían verse afectados por el Anillo Exterior Periférico de la Ciudad de Laredo. Una segunda ronda de reuniones abiertas al público en general se llevará a cabo a principios del 2020.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	25
¿Dónde puedo obtener más información sobre el estudio?	**¿Dónde puedo obtener más información sobre el estudio?**\n\nA través del sitio web de TxDOT; www.txdot.gov, en Proyects> Projects y Studies. Luego busque Laredo\nen la lista de Distritos y seleccione el enlace al Laredo Outer Loop Feasibility Study. El enlace al sitio web\ndel proyecto es\n[https://www.txdot.gov/inside-txdot/projects/studies/laredo/laredo-outer-loop-](https://www.txdot.gov/inside-txdot/projects/studies/laredo/laredo-outer-loop-feasibility-study.html)\n[feasibility-study.html](https://www.txdot.gov/inside-txdot/projects/studies/laredo/laredo-outer-loop-feasibility-study.html)\n	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	26
¿Cómo puedo obtener mas información sobre el estudio?	**¿Dónde puedo obtener más información sobre el estudio?**\n\nA través del sitio web de TxDOT; www.txdot.gov, en Proyects> Projects y Studies. Luego busque Laredo\nen la lista de Distritos y seleccione el enlace al Laredo Outer Loop Feasibility Study. El enlace al sitio web\ndel proyecto es\n[https://www.txdot.gov/inside-txdot/projects/studies/laredo/laredo-outer-loop-](https://www.txdot.gov/inside-txdot/projects/studies/laredo/laredo-outer-loop-feasibility-study.html)\n[feasibility-study.html](https://www.txdot.gov/inside-txdot/projects/studies/laredo/laredo-outer-loop-feasibility-study.html)\n	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	26
¿Cómo puedo obtener mas información sobre el proyecto?	**¿Dónde puedo obtener más información sobre el estudio?**\n\nA través del sitio web de TxDOT; www.txdot.gov, en Proyects> Projects y Studies. Luego busque Laredo\nen la lista de Distritos y seleccione el enlace al Laredo Outer Loop Feasibility Study. El enlace al sitio web\ndel proyecto es\n[https://www.txdot.gov/inside-txdot/projects/studies/laredo/laredo-outer-loop-](https://www.txdot.gov/inside-txdot/projects/studies/laredo/laredo-outer-loop-feasibility-study.html)\n[feasibility-study.html](https://www.txdot.gov/inside-txdot/projects/studies/laredo/laredo-outer-loop-feasibility-study.html)\n	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	26
Tell me more ...	 Here are some options:	Editorial		[]	false	[{"displayOrder":0,"qnaId":15,"displayText":"How much will it cost?"},{"displayOrder":0,"qnaId":3,"displayText":"Will this project be safer?"},{"displayOrder":0,"qnaId":8,"displayText":"When will it start construction?"},{"displayOrder":0,"qnaId":9,"displayText":"When is it going to be finished?"}]	118
Next Steps	The study just hosted its second round of public meetings. The next step in the process, after the comment period closes on Feb 3rd, will be the adjustment of the alignments according to public input and the development of a report including final findings and recommendations. The report is expected to be completed by the end of Spring 2020.	Editorial		[]	false	[]	119
What comes next?	The study just hosted its second round of public meetings. The next step in the process, after the comment period closes on Feb 3rd, will be the adjustment of the alignments according to public input and the development of a report including final findings and recommendations. The report is expected to be completed by the end of Spring 2020.	Editorial		[]	false	[]	119
What are the next steps?	The study just hosted its second round of public meetings. The next step in the process, after the comment period closes on Feb 3rd, will be the adjustment of the alignments according to public input and the development of a report including final findings and recommendations. The report is expected to be completed by the end of Spring 2020.	Editorial		[]	false	[]	119
Now what?	The study just hosted its second round of public meetings. The next step in the process, after the comment period closes on Feb 3rd, will be the adjustment of the alignments according to public input and the development of a report including final findings and recommendations. The report is expected to be completed by the end of Spring 2020.	Editorial		[]	false	[]	119
Do you ever get hurt?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Can you breathe	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you ever breathe	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
can you masticate?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Can you burp?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Can you chew?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Can you crawl?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Can you cry?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Can you dream	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Can you eat?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Can you fart?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you breathe	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Can you get tired?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Can you yawn?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Can you pee?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Can you poop?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Can you sneeze?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Can you sweat?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Can you throw up?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Can you vomit?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you ever pee?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Can you get hurt?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you sweat?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you have skin?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you have teeth?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you have toes?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you masticate?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you pee?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you poop?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you ever get tired?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you sneeze?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you have hair?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you throw up?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you vomit?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you yawn?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Don't you ever masticate?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Don't you ever sleep?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you have a stomach?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you have intestines?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you sleep?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you get tired?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you ever poop?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you ever sneeze?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you ever sweat?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you ever throw up?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you ever vomit?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you ever walk	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you ever yawn?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you have lungs?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you get hurt?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you have legs?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you get zits?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you have a liver?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you have arms?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you have eyes?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you have fingernails?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you have fingers?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you have bowels?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you fart?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
This is so boring	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Why are you so boring	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Talking to you is like watching paint dry.	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is boring	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is not exciting	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is not fun	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is not very interesting	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is so boring	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is so dull	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
That is so uninteresting	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
This is boring	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
This is not exciting	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
So boring	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
This is not very interesting	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Lost the election because your speech was too boring	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
This is so dull	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
This is so uninteresting	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you old?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
I bet you're old	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
How old are you?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
how long have you been around?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
How long have you been alive?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
How long has it been since you were born	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
How long ago were you born?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you have an age?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Do you have a birthday?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you younger than me?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are we the same age?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
are you older than me?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
What age are you?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you my age?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you in your teens?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you an adult?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you a teenager?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you a senior?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you a kid?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you a grownup?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you a grown up?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you a baby?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you young?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
When were you born?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
"Who's younger, you or me?"	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Who's older?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
"Who's older, you or me?"	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
"Who is older, me or you? "	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Which year were you born in?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Which one of us is younger?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Which one of us is older?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Which of us is younger?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Which of us is older?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
I bet you're young	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
When's your birthday?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
In which year were you born?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
When is your birthday?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
What's your birthday?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
What's your age?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
What year were you born?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
What month is your birthday?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
What month is your birthday in?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
What is your birthday?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
What is your age?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
What day is your birthday?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Who's younger?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Which month is your birthday?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Please ask something about myself	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Is there anything I can tell you about myself?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Is there anything I can tell you about who I am?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Is there anything you want to know about me?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Is there something you want to know about me?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Please ask anything	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Please ask anything about me	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Please ask anything about myself	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Please ask me anything	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Please ask me anything about me	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Please ask me anything about myself	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Please ask me something	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Please ask me something about me	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Please ask me something about myself	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
AMA	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
What can I tell you about me?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
What do you want me to teach you about?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
What's your director's name?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
What is the name of your boss	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
What's the name of your supervisor	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Who tells you what to do?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
What's the name of your director?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
