Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
If the project is built and my property is affected, what can I expect to happen? What is the process that TxDOT would follow to acquire my property?	**If the project is built and my property is affected, what can I expect to happen? What is the process that TxDOT would follow to acquire my property?**\n\nFor information on the Right of Way and Other Land Acquisition processes followed by TxDOT, visit\n[https://www.txdot.gov/government/processes-procedures/lgp-toolkit/row-utilities/acquisition.html](https://www.txdot.gov/government/processes-procedures/lgp-toolkit/row-utilities/acquisition.html)\n	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	16
How much will TxDOT will pay for my property if I am impacted by the project?	**If the project is built and my property is affected, what can I expect to happen? What is the process that TxDOT would follow to acquire my property?**\n\nFor information on the Right of Way and Other Land Acquisition processes followed by TxDOT, visit\n[https://www.txdot.gov/government/processes-procedures/lgp-toolkit/row-utilities/acquisition.html](https://www.txdot.gov/government/processes-procedures/lgp-toolkit/row-utilities/acquisition.html)\n	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	16
What if I'm affected?	**If the project is built and my property is affected, what can I expect to happen? What is the process that TxDOT would follow to acquire my property?**\n\nFor information on the Right of Way and Other Land Acquisition processes followed by TxDOT, visit\n[https://www.txdot.gov/government/processes-procedures/lgp-toolkit/row-utilities/acquisition.html](https://www.txdot.gov/government/processes-procedures/lgp-toolkit/row-utilities/acquisition.html)\n	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	16
Will TxDOT buy my property if I am affected by the project?	**If the project is built and my property is affected, what can I expect to happen? What is the process that TxDOT would follow to acquire my property?**\n\nFor information on the Right of Way and Other Land Acquisition processes followed by TxDOT, visit\n[https://www.txdot.gov/government/processes-procedures/lgp-toolkit/row-utilities/acquisition.html](https://www.txdot.gov/government/processes-procedures/lgp-toolkit/row-utilities/acquisition.html)\n	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	16
What is the process that TxDOT would follow to acquire my property?	**If the project is built and my property is affected, what can I expect to happen? What is the process that TxDOT would follow to acquire my property?**\n\nFor information on the Right of Way and Other Land Acquisition processes followed by TxDOT, visit\n[https://www.txdot.gov/government/processes-procedures/lgp-toolkit/row-utilities/acquisition.html](https://www.txdot.gov/government/processes-procedures/lgp-toolkit/row-utilities/acquisition.html)\n	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	16
What if an alignment crosses my property?	**If the project is built and my property is affected, what can I expect to happen? What is the process that TxDOT would follow to acquire my property?**\n\nFor information on the Right of Way and Other Land Acquisition processes followed by TxDOT, visit\n[https://www.txdot.gov/government/processes-procedures/lgp-toolkit/row-utilities/acquisition.html](https://www.txdot.gov/government/processes-procedures/lgp-toolkit/row-utilities/acquisition.html)\n	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	16
What if my property is affected by the project?	**If the project is built and my property is affected, what can I expect to happen? What is the process that TxDOT would follow to acquire my property?**\n\nFor information on the Right of Way and Other Land Acquisition processes followed by TxDOT, visit\n[https://www.txdot.gov/government/processes-procedures/lgp-toolkit/row-utilities/acquisition.html](https://www.txdot.gov/government/processes-procedures/lgp-toolkit/row-utilities/acquisition.html)\n	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	16
¿Qué segmento es probable que se construya primero? ¿Por qué?	**¿Qué segmento es probable que se construya primero? ¿Por qué?**\n\nLos segmentos se priorizarán y se construirán de acuerdo con las necesidades identificadas; sin embargo, las prioridades aún no se han establecido. Por ejemplo, la porción entre US 59 y SH 359 podría aliviar las demandas de tráfico en el segmento cercano del Loop 20, así como ayudar a reducir los accidentes graves en esa carretera y, por lo tanto, podría priorizarse antes que otros segmentos.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	17
¿Qué segmento se va a construir primero?	**¿Qué segmento es probable que se construya primero? ¿Por qué?**\n\nLos segmentos se priorizarán y se construirán de acuerdo con las necesidades identificadas; sin embargo, las prioridades aún no se han establecido. Por ejemplo, la porción entre US 59 y SH 359 podría aliviar las demandas de tráfico en el segmento cercano del Loop 20, así como ayudar a reducir los accidentes graves en esa carretera y, por lo tanto, podría priorizarse antes que otros segmentos.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	17
¿Con cúal segmento van a comenzar la construcción?	**¿Qué segmento es probable que se construya primero? ¿Por qué?**\n\nLos segmentos se priorizarán y se construirán de acuerdo con las necesidades identificadas; sin embargo, las prioridades aún no se han establecido. Por ejemplo, la porción entre US 59 y SH 359 podría aliviar las demandas de tráfico en el segmento cercano del Loop 20, así como ayudar a reducir los accidentes graves en esa carretera y, por lo tanto, podría priorizarse antes que otros segmentos.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	17
¿Por donde van a empezar?	**¿Qué segmento es probable que se construya primero? ¿Por qué?**\n\nLos segmentos se priorizarán y se construirán de acuerdo con las necesidades identificadas; sin embargo, las prioridades aún no se han establecido. Por ejemplo, la porción entre US 59 y SH 359 podría aliviar las demandas de tráfico en el segmento cercano del Loop 20, así como ayudar a reducir los accidentes graves en esa carretera y, por lo tanto, podría priorizarse antes que otros segmentos.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	17
¿Aumentarán mis impuestos a la propiedad para financiar este proyecto?	**¿Aumentarán mis impuestos a la propiedad para financiar este proyecto?**\n\nNo. Las mejoras de transporte implementadas por TxDOT, como el\nAnillo Exterior Periférico de la Ciudad de Laredo\n, no se financian con fondos locales, como los impuestos a la propiedad. La principal fuente de financiamiento para las carreteras estatales proviene del impuesto a la gasolina que se recauda a nivel estatal en Texas.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	18
¿Tendré que pagar más impuestos para pagar por este proyecto?	**¿Aumentarán mis impuestos a la propiedad para financiar este proyecto?**\n\nNo. Las mejoras de transporte implementadas por TxDOT, como el\nAnillo Exterior Periférico de la Ciudad de Laredo\n, no se financian con fondos locales, como los impuestos a la propiedad. La principal fuente de financiamiento para las carreteras estatales proviene del impuesto a la gasolina que se recauda a nivel estatal en Texas.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	18
¿Cuánto se estima que costará el proyecto?	**¿Cuánto se estima que costará el proyecto?**\n\nEl proyecto aún se encuentra en una etapa muy temprana. Se están desarrollando las estimaciones de costos preliminares, pero el costo real del proyecto podría variar en función de varios factores, como la ubicación final, el alcance del proyecto, las posibles intersecciones con otras carreteras, el derecho de vía disponible y el momento en que se construya el proyecto.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	19
¿Cuánto va a costar este proyecto?	**¿Cuánto se estima que costará el proyecto?**\n\nEl proyecto aún se encuentra en una etapa muy temprana. Se están desarrollando las estimaciones de costos preliminares, pero el costo real del proyecto podría variar en función de varios factores, como la ubicación final, el alcance del proyecto, las posibles intersecciones con otras carreteras, el derecho de vía disponible y el momento en que se construya el proyecto.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	19
¿Cuánto dinero se va a invertir en este proyecto?	**¿Cuánto se estima que costará el proyecto?**\n\nEl proyecto aún se encuentra en una etapa muy temprana. Se están desarrollando las estimaciones de costos preliminares, pero el costo real del proyecto podría variar en función de varios factores, como la ubicación final, el alcance del proyecto, las posibles intersecciones con otras carreteras, el derecho de vía disponible y el momento en que se construya el proyecto.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	19
Si el proyecto se construye y mi propiedad se ve afectada, ¿qué puedo esperar que suceda? ¿Cuál es el proceso que seguiría TxDOT para adquirir mi propiedad?	**Si el proyecto se construye y mi propiedad se ve afectada, ¿qué puedo esperar que suceda? ¿Cuál es el proceso que seguiría TxDOT para adquirir mi propiedad?**\n\nPara obtener información sobre la adquisición del Derecho de Vía y otros procesos de adquisición de tierras implementados por TxDOT, visite\n[https://www.txdot.gov/government/processes-](https://www.txdot.gov/government/processes-procedures/lgp-toolkit/row-utilities/acquisition.html)\n[procedures/lgp-toolkit/row-utilities/acquisition.html](https://www.txdot.gov/government/processes-procedures/lgp-toolkit/row-utilities/acquisition.html)\n	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	20
Si mi propiedad se ve afectada por el proyecto, ¿voy a tener que vender mi propiedad a TxDOT?	**Si el proyecto se construye y mi propiedad se ve afectada, ¿qué puedo esperar que suceda? ¿Cuál es el proceso que seguiría TxDOT para adquirir mi propiedad?**\n\nPara obtener información sobre la adquisición del Derecho de Vía y otros procesos de adquisición de tierras implementados por TxDOT, visite\n[https://www.txdot.gov/government/processes-](https://www.txdot.gov/government/processes-procedures/lgp-toolkit/row-utilities/acquisition.html)\n[procedures/lgp-toolkit/row-utilities/acquisition.html](https://www.txdot.gov/government/processes-procedures/lgp-toolkit/row-utilities/acquisition.html)\n	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	20
¿Que hago si mi propiedad esta afectada?  	**Si el proyecto se construye y mi propiedad se ve afectada, ¿qué puedo esperar que suceda? ¿Cuál es el proceso que seguiría TxDOT para adquirir mi propiedad?**\n\nPara obtener información sobre la adquisición del Derecho de Vía y otros procesos de adquisición de tierras implementados por TxDOT, visite\n[https://www.txdot.gov/government/processes-](https://www.txdot.gov/government/processes-procedures/lgp-toolkit/row-utilities/acquisition.html)\n[procedures/lgp-toolkit/row-utilities/acquisition.html](https://www.txdot.gov/government/processes-procedures/lgp-toolkit/row-utilities/acquisition.html)\n	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	20
¿Que pasa si el alineamiento pasa por mi propiedad?	**Si el proyecto se construye y mi propiedad se ve afectada, ¿qué puedo esperar que suceda? ¿Cuál es el proceso que seguiría TxDOT para adquirir mi propiedad?**\n\nPara obtener información sobre la adquisición del Derecho de Vía y otros procesos de adquisición de tierras implementados por TxDOT, visite\n[https://www.txdot.gov/government/processes-](https://www.txdot.gov/government/processes-procedures/lgp-toolkit/row-utilities/acquisition.html)\n[procedures/lgp-toolkit/row-utilities/acquisition.html](https://www.txdot.gov/government/processes-procedures/lgp-toolkit/row-utilities/acquisition.html)\n	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	20
How will this project benefit me? Will my property values go down?	**How will this project benefit me? Will my property values go down?**\n\nChanges in property values are inevitable and subject to market conditions. Improved accessibility, traffic flow, and safety are all likely benefits to land values. The proposed improvements would provide an increase in accessibility and a safer, more efficient route of transportation for those traveling to and from their homes and workplaces, as well as other destinations located throughout the study area.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	21
Will I benefit from this project?	**How will this project benefit me? Will my property values go down?**\n\nChanges in property values are inevitable and subject to market conditions. Improved accessibility, traffic flow, and safety are all likely benefits to land values. The proposed improvements would provide an increase in accessibility and a safer, more efficient route of transportation for those traveling to and from their homes and workplaces, as well as other destinations located throughout the study area.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	21
Will the value of my property change?	**How will this project benefit me? Will my property values go down?**\n\nChanges in property values are inevitable and subject to market conditions. Improved accessibility, traffic flow, and safety are all likely benefits to land values. The proposed improvements would provide an increase in accessibility and a safer, more efficient route of transportation for those traveling to and from their homes and workplaces, as well as other destinations located throughout the study area.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	21
When is the next meeting taking place? What will be discussed at this meeting?	**When is the next meeting taking place? What will be discussed at this meeting?**\n\nAn initial round of meetings with property owners, potentially affected by the Outer Loop, was held in Laredo on September\n11th\nand\n12th,\n2019. A second round of meetings with the general public was held in January 2020. For more information on go to [https://www.txdot.gov/inside-txdot/get-involved/about/hearings-meetings/laredo/011620.html](https://www.txdot.gov/inside-txdot/get-involved/about/hearings-meetings/laredo/011620.html)	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":119,"displayText":"Next Steps"}]	22
Where can I get more information on the study?	**Where can I get more information on the study?**\n\nThe TxDOT Website at\n[www.txdot.gov](http://www.txdot.gov/)\n, under Projects > Projects and Studies, then find Laredo in the District list and select the link to Laredo Outer Loop Feasibility Study. The link to the project website is\n[https://www.txdot.gov/inside-txdot/projects/studies/laredo/laredo-outer-loop-feasibility-study.html](https://www.txdot.gov/inside-txdot/projects/studies/laredo/laredo-outer-loop-feasibility-study.html)\n	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	23
What else can I learn about the project?	**Where can I get more information on the study?**\n\nThe TxDOT Website at\n[www.txdot.gov](http://www.txdot.gov/)\n, under Projects > Projects and Studies, then find Laredo in the District list and select the link to Laredo Outer Loop Feasibility Study. The link to the project website is\n[https://www.txdot.gov/inside-txdot/projects/studies/laredo/laredo-outer-loop-feasibility-study.html](https://www.txdot.gov/inside-txdot/projects/studies/laredo/laredo-outer-loop-feasibility-study.html)\n	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	23
What else can I learn about the study?	**Where can I get more information on the study?**\n\nThe TxDOT Website at\n[www.txdot.gov](http://www.txdot.gov/)\n, under Projects > Projects and Studies, then find Laredo in the District list and select the link to Laredo Outer Loop Feasibility Study. The link to the project website is\n[https://www.txdot.gov/inside-txdot/projects/studies/laredo/laredo-outer-loop-feasibility-study.html](https://www.txdot.gov/inside-txdot/projects/studies/laredo/laredo-outer-loop-feasibility-study.html)\n	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	23
¿Cómo me beneficiará este proyecto? ¿Bajarían los valores de mi propiedad?	**¿Cómo me beneficiará este proyecto? ¿Bajarían los valores de mi propiedad?**\n\nCambios en los valores de las propiedades son inevitables y están sujetos a las condiciones del mercado. Mejor accesibilidad, flujo vehicular y mayor seguridad vial son factores que probablemente favorecerían el valor de la tierra. Las mejoras propuestas proporcionarían un aumento en la accesibilidad y una ruta de transporte más segura y eficiente para aquellos que viajan hacia y desde sus hogares y lugares de trabajo, así como a otros destinos ubicados en el área de estudio.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	24
¿Me voy a beneficiar con la construcción de este proyecto?	**¿Cómo me beneficiará este proyecto? ¿Bajarían los valores de mi propiedad?**\n\nCambios en los valores de las propiedades son inevitables y están sujetos a las condiciones del mercado. Mejor accesibilidad, flujo vehicular y mayor seguridad vial son factores que probablemente favorecerían el valor de la tierra. Las mejoras propuestas proporcionarían un aumento en la accesibilidad y una ruta de transporte más segura y eficiente para aquellos que viajan hacia y desde sus hogares y lugares de trabajo, así como a otros destinos ubicados en el área de estudio.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	24
¿Van a cambiar los valores de mi propiedad?	**¿Cómo me beneficiará este proyecto? ¿Bajarían los valores de mi propiedad?**\n\nCambios en los valores de las propiedades son inevitables y están sujetos a las condiciones del mercado. Mejor accesibilidad, flujo vehicular y mayor seguridad vial son factores que probablemente favorecerían el valor de la tierra. Las mejoras propuestas proporcionarían un aumento en la accesibilidad y una ruta de transporte más segura y eficiente para aquellos que viajan hacia y desde sus hogares y lugares de trabajo, así como a otros destinos ubicados en el área de estudio.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	24
¿Cuándo se llevará a cabo la próxima reunión? ¿Qué se discutirá en esta reunión?	**¿Cuándo se llevará a cabo la próxima reunión? ¿Qué se discutirá en esta reunión?**\n\nLos días 11 y 12 de septiembre de 2019 se celebró en Laredo una ronda inicial de reuniones con los propietarios, que podrían verse afectados por el Anillo Exterior Periférico de la Ciudad de Laredo. Una segunda ronda de reuniones abiertas al público en general se llevará a cabo a principios del 2020.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	25
¿Dónde puedo obtener más información sobre el estudio?	**¿Dónde puedo obtener más información sobre el estudio?**\n\nA través del sitio web de TxDOT; www.txdot.gov, en Proyects> Projects y Studies. Luego busque Laredo\nen la lista de Distritos y seleccione el enlace al Laredo Outer Loop Feasibility Study. El enlace al sitio web\ndel proyecto es\n[https://www.txdot.gov/inside-txdot/projects/studies/laredo/laredo-outer-loop-](https://www.txdot.gov/inside-txdot/projects/studies/laredo/laredo-outer-loop-feasibility-study.html)\n[feasibility-study.html](https://www.txdot.gov/inside-txdot/projects/studies/laredo/laredo-outer-loop-feasibility-study.html)\n	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	26
¿Cómo puedo obtener mas información sobre el estudio?	**¿Dónde puedo obtener más información sobre el estudio?**\n\nA través del sitio web de TxDOT; www.txdot.gov, en Proyects> Projects y Studies. Luego busque Laredo\nen la lista de Distritos y seleccione el enlace al Laredo Outer Loop Feasibility Study. El enlace al sitio web\ndel proyecto es\n[https://www.txdot.gov/inside-txdot/projects/studies/laredo/laredo-outer-loop-](https://www.txdot.gov/inside-txdot/projects/studies/laredo/laredo-outer-loop-feasibility-study.html)\n[feasibility-study.html](https://www.txdot.gov/inside-txdot/projects/studies/laredo/laredo-outer-loop-feasibility-study.html)\n	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	26
¿Cómo puedo obtener mas información sobre el proyecto?	**¿Dónde puedo obtener más información sobre el estudio?**\n\nA través del sitio web de TxDOT; www.txdot.gov, en Proyects> Projects y Studies. Luego busque Laredo\nen la lista de Distritos y seleccione el enlace al Laredo Outer Loop Feasibility Study. El enlace al sitio web\ndel proyecto es\n[https://www.txdot.gov/inside-txdot/projects/studies/laredo/laredo-outer-loop-](https://www.txdot.gov/inside-txdot/projects/studies/laredo/laredo-outer-loop-feasibility-study.html)\n[feasibility-study.html](https://www.txdot.gov/inside-txdot/projects/studies/laredo/laredo-outer-loop-feasibility-study.html)\n	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	26
Tell me more ...	 Here are some options:	Editorial		[]	false	[{"displayOrder":0,"qnaId":15,"displayText":"How much will it cost?"},{"displayOrder":0,"qnaId":3,"displayText":"Will this project be safer?"},{"displayOrder":0,"qnaId":8,"displayText":"When will it start construction?"},{"displayOrder":0,"qnaId":9,"displayText":"When is it going to be finished?"}]	118
Next Steps	The study just hosted its second round of public meetings. The next step in the process, after the comment period closes on Feb 3rd, will be the adjustment of the alignments according to public input and the development of a report including final findings and recommendations. The report is expected to be completed by the end of Spring 2020.	Editorial		[]	false	[]	119
What comes next?	The study just hosted its second round of public meetings. The next step in the process, after the comment period closes on Feb 3rd, will be the adjustment of the alignments according to public input and the development of a report including final findings and recommendations. The report is expected to be completed by the end of Spring 2020.	Editorial		[]	false	[]	119
What are the next steps?	The study just hosted its second round of public meetings. The next step in the process, after the comment period closes on Feb 3rd, will be the adjustment of the alignments according to public input and the development of a report including final findings and recommendations. The report is expected to be completed by the end of Spring 2020.	Editorial		[]	false	[]	119
Now what?	The study just hosted its second round of public meetings. The next step in the process, after the comment period closes on Feb 3rd, will be the adjustment of the alignments according to public input and the development of a report including final findings and recommendations. The report is expected to be completed by the end of Spring 2020.	Editorial		[]	false	[]	119
Is the City of Laredo going to be involved?	The study is being conducted by the TxDOT Laredo District and future phases of development will also be coordinated by the Laredo District. Coordination efforts have been made with the City of Laredo as part of the Laredo Outer Loop Feasibility Study. 	Editorial		[]	false	[]	130
Is the city going to be involved?	The study is being conducted by the TxDOT Laredo District and future phases of development will also be coordinated by the Laredo District. Coordination efforts have been made with the City of Laredo as part of the Laredo Outer Loop Feasibility Study. 	Editorial		[]	false	[]	130
Who else is participating in the study?	The study is being conducted by the TxDOT Laredo District and future phases of development will also be coordinated by the Laredo District. Coordination efforts have been made with the City of Laredo as part of the Laredo Outer Loop Feasibility Study. 	Editorial		[]	false	[]	130
How will the city be involved?	The study is being conducted by the TxDOT Laredo District and future phases of development will also be coordinated by the Laredo District. Coordination efforts have been made with the City of Laredo as part of the Laredo Outer Loop Feasibility Study. 	Editorial		[]	false	[]	130
Who is doing this study?	The study is being conducted by the TxDOT Laredo District and future phases of development will also be coordinated by the Laredo District. Coordination efforts have been made with the City of Laredo as part of the Laredo Outer Loop Feasibility Study. 	Editorial		[]	false	[]	130
Who is in charge of the study?	The study is being conducted by the TxDOT Laredo District and future phases of development will also be coordinated by the Laredo District. Coordination efforts have been made with the City of Laredo as part of the Laredo Outer Loop Feasibility Study. 	Editorial		[]	false	[]	130
Will this project impact the environment?	As part of the feasibility study, several environmental and human constraints were taken into consideration and avoided when designing the proposed alignments for the Laredo Outer Loop. During future phases of development a more detailed environmental analysis will be performed.	Editorial		[]	false	[]	131
How will the Laredo Outer Loop impact the environment?	As part of the feasibility study, several environmental and human constraints were taken into consideration and avoided when designing the proposed alignments for the Laredo Outer Loop. During future phases of development a more detailed environmental analysis will be performed.	Editorial		[]	false	[]	131
Are you taking the environment into consideration?	As part of the feasibility study, several environmental and human constraints were taken into consideration and avoided when designing the proposed alignments for the Laredo Outer Loop. During future phases of development a more detailed environmental analysis will be performed.	Editorial		[]	false	[]	131
Are you going to protect the environment?	As part of the feasibility study, several environmental and human constraints were taken into consideration and avoided when designing the proposed alignments for the Laredo Outer Loop. During future phases of development a more detailed environmental analysis will be performed.	Editorial		[]	false	[]	131
Is there funding available for this project?	The largest single source of revenue for TxDOT\ntransportation improvements such as the Laredo Outer Loop comes from the gas tax that is collected statewide. Funding has been allocated for the feasibility study only at this time.	Editorial		[]	false	[]	132
Which phases of the study have been funded?	The largest single source of revenue for TxDOT\ntransportation improvements such as the Laredo Outer Loop comes from the gas tax that is collected statewide. Funding has been allocated for the feasibility study only at this time.	Editorial		[]	false	[]	132
Where will the funding come from?	The largest single source of revenue for TxDOT\ntransportation improvements such as the Laredo Outer Loop comes from the gas tax that is collected statewide. Funding has been allocated for the feasibility study only at this time.	Editorial		[]	false	[]	132
Who is going to pay for this road?	The largest single source of revenue for TxDOT\ntransportation improvements such as the Laredo Outer Loop comes from the gas tax that is collected statewide. Funding has been allocated for the feasibility study only at this time.	Editorial		[]	false	[]	132
Lot's of studies, nothing built yet	Once feasibility studies and other earlier project development phases are completed, construction of projects like the Laredo Outer Loop are phased over several years depending on funding availability. Typically, major facilities like this are built over a span of 20 to 30 or more years.	Editorial		[]	false	[]	133
This study is taking too long, when is going to be built?	Once feasibility studies and other earlier project development phases are completed, construction of projects like the Laredo Outer Loop are phased over several years depending on funding availability. Typically, major facilities like this are built over a span of 20 to 30 or more years.	Editorial		[]	false	[]	133
This is not the first time the Outer Loop is analyzed, it is taking too long	Once feasibility studies and other earlier project development phases are completed, construction of projects like the Laredo Outer Loop are phased over several years depending on funding availability. Typically, major facilities like this are built over a span of 20 to 30 or more years.	Editorial		[]	false	[]	133
Who should I contact if I have any questions?	Please contact Roberto Rodriguez at TxDOT Laredo District Office, Attention: Roberto Rodriguez P.E., TP&D-Advanced Planning Supervisor, 1817 Bob Bullock Loop, Laredo, Texas 78043; at Roberto.Rodriguez@txdot.gov; or (956) 712-7735	Editorial		[]	false	[]	136
Who can give me more information about the project?	Please contact Roberto Rodriguez at TxDOT Laredo District Office, Attention: Roberto Rodriguez P.E., TP&D-Advanced Planning Supervisor, 1817 Bob Bullock Loop, Laredo, Texas 78043; at Roberto.Rodriguez@txdot.gov; or (956) 712-7735	Editorial		[]	false	[]	136
Who should I talk to if I have more questions?	Please contact Roberto Rodriguez at TxDOT Laredo District Office, Attention: Roberto Rodriguez P.E., TP&D-Advanced Planning Supervisor, 1817 Bob Bullock Loop, Laredo, Texas 78043; at Roberto.Rodriguez@txdot.gov; or (956) 712-7735	Editorial		[]	false	[]	136
Who should I contact if I have questions about the project?	Please contact Roberto Rodriguez at TxDOT Laredo District Office, Attention: Roberto Rodriguez P.E., TP&D-Advanced Planning Supervisor, 1817 Bob Bullock Loop, Laredo, Texas 78043; at Roberto.Rodriguez@txdot.gov; or (956) 712-7735	Editorial		[]	false	[]	136
¿A quién puedo contactar para más preguntas?	Por favor contacte a Roberto Rodriguez a través de TxDOT Laredo District Office, Attention: Roberto Rodriguez P.E., TP&D-Advanced Planning Supervisor, 1817 Bob Bullock Loop, Laredo, Texas 78043; a través de Roberto.Rodriguez@txdot.gov; o al (956) 712-7735	Editorial		[]	false	[]	137
¿A quién puedo contactar si tengo más preguntas?	Por favor contacte a Roberto Rodriguez a través de TxDOT Laredo District Office, Attention: Roberto Rodriguez P.E., TP&D-Advanced Planning Supervisor, 1817 Bob Bullock Loop, Laredo, Texas 78043; a través de Roberto.Rodriguez@txdot.gov; o al (956) 712-7735	Editorial		[]	false	[]	137
¿Con quién puedo hablar si tengo más preguntas?	Por favor contacte a Roberto Rodriguez a través de TxDOT Laredo District Office, Attention: Roberto Rodriguez P.E., TP&D-Advanced Planning Supervisor, 1817 Bob Bullock Loop, Laredo, Texas 78043; a través de Roberto.Rodriguez@txdot.gov; o al (956) 712-7735	Editorial		[]	false	[]	137
What is the difference between alignment A and C?	Alignment A and C overlap within Segments 1 through 5. In Segment 6, Alignment A is closer to I-35 to provide access to future industrial developments. Alignment C is further east from I-35 to avoid environmental features.	Editorial		[]	false	[]	138
Are Alignmen A and C the same?	Alignment A and C overlap within Segments 1 through 5. In Segment 6, Alignment A is closer to I-35 to provide access to future industrial developments. Alignment C is further east from I-35 to avoid environmental features.	Editorial		[]	false	[]	138
Why this study?	Initially studied in 2007, the Laredo Outer Loop is a proposed roadway facility located in Webb County that extends east of Laredo from the I-35/SH 255 interchange in the north to the vicinity of the proposed Fifth Bridge crossing in the south, near the City of Rio Bravo. The loop aims at providing capacity and resiliency to the existing highway network in the county, in addition to planning for future growth of Laredo. This study is to assess the feasibility of the proposed route, evaluate the need and potential impacts of this improvement, as well as provide a preliminary conceptual layout for the facility. For more information please visit www.txdot.gov, keyword search "Laredo Outer Loop".	Editorial		[]	false	[]	139
What is the purpose of this study?	Initially studied in 2007, the Laredo Outer Loop is a proposed roadway facility located in Webb County that extends east of Laredo from the I-35/SH 255 interchange in the north to the vicinity of the proposed Fifth Bridge crossing in the south, near the City of Rio Bravo. The loop aims at providing capacity and resiliency to the existing highway network in the county, in addition to planning for future growth of Laredo. This study is to assess the feasibility of the proposed route, evaluate the need and potential impacts of this improvement, as well as provide a preliminary conceptual layout for the facility. For more information please visit www.txdot.gov, keyword search "Laredo Outer Loop".	Editorial		[]	false	[]	139
Why are you doing this study?	Initially studied in 2007, the Laredo Outer Loop is a proposed roadway facility located in Webb County that extends east of Laredo from the I-35/SH 255 interchange in the north to the vicinity of the proposed Fifth Bridge crossing in the south, near the City of Rio Bravo. The loop aims at providing capacity and resiliency to the existing highway network in the county, in addition to planning for future growth of Laredo. This study is to assess the feasibility of the proposed route, evaluate the need and potential impacts of this improvement, as well as provide a preliminary conceptual layout for the facility. For more information please visit www.txdot.gov, keyword search "Laredo Outer Loop".	Editorial		[]	false	[]	139
